"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Yeffry De Aza","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".194",".214",".408",".182"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa828866"
"Eric Marinez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".195",".212",".406",".181"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa736686"
"Kyle Holder","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".198",".209",".407",".181"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa857840"
"Darlyn Mota","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".200",".199",".399",".181"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa736810"
"Moises Bello"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".195",".209",".403",".181"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa833333"
"Christian Lichtenthaler","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".197",".205",".403",".181"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa830294"
"Gleyvin Pineda","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".197",".201",".399",".180"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa872540"
"Julius Gaines","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".195",".206",".401",".180"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa599494"
"Gabriel Ovalle","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".196",".203",".399",".180"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa828252"
"Carlos Ozuna"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".193",".208",".401",".179"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa657434"
"Evan Potter","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".193",".207",".400",".179"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa831023"
"Luis Aviles","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".187",".217",".404",".179"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa738445"
"Ozziel Sanchez-Galan","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".196",".200",".396",".179"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa872493"
"Milton Ramos","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".192",".209",".402",".179"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa828792"
"Jesus Severino","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".196",".198",".394",".178"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa827943"
"Gilbert Lara","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".190",".208",".398",".178"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa877337"
"Edwin Franco","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".193",".202",".395",".177"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa828418"
"Eduardo Moredo","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".194",".200",".394",".177"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa871491"
"Oliver Pascual","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".195",".196",".392",".177"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa828196"
"Leon Canelon","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".191",".204",".396",".177"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa596987"
"Marcos Rivera"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".191",".203",".394",".177"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa872509"
"Danienger Perez","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".191",".204",".395",".177"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa872563"
"Anthony Dominguez","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".195",".196",".390",".176"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa737025"
"Edwin Diaz","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".189",".202",".391",".176"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa738152"
"Damaso Gonzalez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".193",".197",".390",".175"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa735844"
"Trae Arbet"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".187",".205",".392",".175"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa737823"
"Johan De Jesus"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".192",".195",".386",".175"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa736958"
"Jefrey Souffront","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".186",".206",".392",".175"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa872529"
"Yonauris Rodriguez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".192",".197",".388",".175"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa828127"
"Yeltsin Gudino","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".188",".201",".390",".175"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa830208"
"Joan Mauricio","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".189",".198",".387",".174"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa828130"
"Bealyn Chourio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".191",".191",".383",".174"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa596372"
"Jeffry Santos","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".189",".196",".385",".174"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa602920"
"Jonathan Arias","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".189",".199",".388",".173"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa736813"
"Luis Benoit"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".186",".198",".385",".173"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa737231"
"Luis Hernandez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".183",".204",".387",".173"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa872553"
"Luis Pimentel","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".189",".193",".382",".173"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa872793"
"Miguelangel Sierra","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".184",".199",".383",".172"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa872750"
"Alex Aquino","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".186",".199",".385",".172"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa872500"
"Dylan Bosheers","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".187",".195",".382",".172"," ","-1","0.0","0.0"," ","-0.1","0.0","0.0","sa858806"
"Osvaldo Duarte","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".184",".197",".381",".171"," ","-1","0.0","0.0"," ","-0.1","0.0","0.0","sa828299"
"Miguel Eladio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".183",".197",".380",".170"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa828210"
"Anthony Chavez","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".185",".191",".376",".170"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa548084"
"Hector Linares","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".184",".194",".379",".170"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa740416"
"Bryan Bencosme"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".183",".193",".376",".169"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa872766"
"Marten Gasparini","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".151",".183",".193",".376",".169"," ","-4","0.0","0.0"," ","-0.1","0.0","0.0","sa830181"
"Jefry Santana","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".182",".193",".376",".169"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa828188"
"Isrrael De La Cruz"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".184",".190",".374",".168"," ","-3","0.0","0.0"," ","-0.1","0.0","0.0","sa828863"
"Wilson Amador","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".151",".182",".192",".374",".168"," ","-3","0.0","0.0"," ","-0.1","0.0","0.0","sa828306"
"Kenny Hernandez","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".183",".191",".374",".168"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa872522"
"Victor Martinez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".178",".194",".372",".166"," ","-4","0.0","0.0"," ","-0.1","0.0","0.0","sa828415"
"Westhers Magdaleno"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".148",".182",".183",".365",".165"," ","-5","0.0","0.0"," ","-0.1","0.0","0.0","sa828269"
"Carlos Hiciano"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".178",".190",".369",".165"," ","-5","0.0","0.0"," ","-0.1","0.0","0.0","sa828218"
"Julio Garcia","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".178",".188",".366",".164"," ","-1","0.0","0.0"," ","-0.1","0.0","0.0","sa837670"
"Moises Perez","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".178",".186",".365",".164"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa828179"
"Hansel Moreno","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".141",".178",".177",".355",".161"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa833676"
"Ricky Mota","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".145",".174",".181",".355",".160"," ","-10","0.0","0.0"," ","-0.1","0.0","0.0","sa872448"
"Miguel Pichardo"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".132",".171",".172",".343",".156"," ","-11","0.0","0.0"," ","-0.1","0.0","0.0","sa657412"
"Francisco Garay"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".129",".158",".162",".320",".145"," ","-19","0.0","0.0"," ","-0.1","0.0","0.0","sa871444"
