"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Dante Flores","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".192",".212",".404",".181"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa602597"
"Ylexander Villarroel","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".186",".219",".405",".180"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa828397"
"Angel Adames"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".193",".210",".404",".180"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa828893"
"Roni Tapia","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".189",".215",".404",".180"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa828419"
"Orlando Marquez","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".148",".191",".206",".397",".179"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa831745"
"Yensys Capellan","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".188",".213",".401",".179"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa659669"
"Austin Afenir"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".193",".205",".398",".179"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa858021"
"Hendrik Clementina","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".188",".214",".401",".179"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa828422"
"Victor Medina"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".184",".219",".403",".179"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa657828"
"Leudy Molina"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".189",".209",".398",".178"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa659349"
"Johnny Sims"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".146",".184",".213",".397",".178"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa872533"
"Luis Chaves"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".182",".217",".399",".178"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa737257"
"Kevin Martinez","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".192",".202",".394",".178"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa657818"
"Alejandro Flores","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".187",".205",".392",".177"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa736822"
"Felix Suarez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".186",".207",".393",".176"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa828274"
"Joshua Franco","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".182",".212",".394",".176"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa657550"
"Alexander Alvarez","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".186",".201",".388",".173"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa826656"
"Hector Linares","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".184",".194",".379",".170"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa740416"
"Brandon Brosher","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".130",".180",".190",".371",".170"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa738646"
"Hersin Martinez","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".142",".175",".199",".374",".168"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa657539"
"Santiago Rincon","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".139",".173",".195",".367",".165"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa826657"
"Jesus Perez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".132",".173",".191",".364",".165"," ","-5","0.0","0.0"," ","-0.1","0.0","0.0","sa829918"
"Ruben Perez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".143",".176",".190",".366",".164"," ","-4","0.0","0.0"," ","-0.1","0.0","0.0","sa828864"
"Felix Lucas","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".131",".166",".200",".366",".164"," ","-6","0.0","0.0"," ","-0.1","0.0","0.0","sa828123"
"Nic Wilson","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".135",".167",".193",".360",".162"," ","-4","0.0","0.0"," ","-0.1","0.0","0.0","sa829532"
"Hansel Moreno","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".141",".178",".177",".355",".161"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa833676"
